text,script
bahoot hii vadiya song veer g tuwade saare song number de att hunde ne tuc lakhimpur kheri to h ge o saanu maan a main v paliye de a veere,Roman Punjabi
ਸਿਰਾ ਕਲਮ ਸਿਰਾ ਆਵਾਜ਼ ਸਿਰਾ ਸੰਗੀਤ,Gurmukhi
paco de de tu na to the same as u can kyon ki udit shakh to you bhai ji,Roman Punjabi
sirra sirra sirra sirra sirra khich ke rakh kam jatta,Roman Punjabi
good morning sir ji ki dukaan per hai kya tu bata dena na ki tu bata do ki dukaan,Roman Punjabi
ਕੁਰਸੀ ਤੇ ਬੈਠ ਕੇ ਵੀ ਝੂਮਣ ਲਾਤੇ ਬਾਈ ਜੀ,Gurmukhi
waar sun leya sabr nhi aaya pr,Roman Punjabi
ਬਹੁਤ ਵਧੀਆ ਗੀਤ,Gurmukhi
bahut bahut vadhiya song hai,Roman Punjabi
shruti kaur punjabi song nice shivotipunjabi share,Roman Punjabi
shruti kaur punjabi song nice share shivotipunjabi,Roman Punjabi
my favorite actor beautiful princess aman hayar app ho so cute i miss you good morning good song beautiful nice feeling hi hi hi,Roman Punjabi
aman hayar i miss you cute queen good morning so very nice favorite video have a nice day i miss you hi hi hi,Roman Punjabi
shivijot my very nice song hi hi hi,Roman Punjabi
ਕਿਆ ਬਾਤ ਹੈ,Gurmukhi
shivjot ji tusee kith rane ho me thode naal iik pic leni ya,Roman Punjabi
hor nasheyan to gahan jatt dur baliye..rehnda tere pyar da sarur baliye...line..,Roman Punjabi
smtgutejgਯੂਰਸ voicestyleisgood,Gurmukhi
nasya to pava jatt tor baliya line is very beautiful,Roman Punjabi
hamko khud apne aap se koi expectations nahi hain to fir parents kya hmse expect karenge ..bas padhe jao aur practice kiye jao koi na koi exam to clear ho hi jayega ..pressure aur expectations se exam clear hota kya... bs free hokar exam do padhai me percent do..aur jo topics na samajh aaye unko fir se padhao ...tab tak padho jab tak questions na hone lage ...yahi hai bs...aur baki vedprep team to hai hi guidence ke liye..,Roman Punjabi
jo vi mera massage pada hoga wo muje subscribe karna mat bhul na nahi to tumhara maa aaj he mar jaye gi,Roman Punjabi
ਅੱਤ,Gurmukhi
punjabi song is jatt,Roman Punjabi
asi gur sidhu kar ke sunan aye a,Roman Punjabi
kuch nahi hone wala bus bate suno reel dekho or kuch din me bhool jao,Roman Punjabi
ab to bord exam ka operation ho ke hi rahega doctors shahab,Roman Punjabi
yaar pooja yaar actually i am today busy,Roman Punjabi
puri zindagi bhar ke liye tum shift ho jao,Roman Punjabi
samaj bale hi na aye but punjabi and haryani song mei vibe tho hoti hai always my favorite who all agree with me like my comment,Roman Punjabi
ਵਿਦਿਆ ਗਾਣਾ,Gurmukhi
are yaar ye bahut mast gana l song hai dil ko choo jata hai,Roman Punjabi
mujhe to punjabi song bahut jyada pasand hai,Roman Punjabi
ਕੁੜੀਏ ਪਿਓ ਤੇ ਗੀਤ ਲਿਖਦੇ...,Gurmukhi
baat nahi kar sith,Roman Punjabi
short dekh ke kon kon aaya hey,Roman Punjabi
she is not opened in the same group of india is a good morning sir aap kl se aag lage ubrbrrnrnrjrkekrkkrtjfhfkfofkapsbf. f rixtnfbjx b w b w b y o d o b y now u can be jaldi se se aag ka baap pura din pahle se saal ki ho gya hai ka naam h to vapas karva do you too much happy and experian you too much dear god is always welcome rty hai hindi mein bhejo kya hai bhai mat karo kyu nhi ur life ko follow back to you by my love you too y hhfitbcarjunffixntkfifnrxjixbrtjcinf rksfbfbjsxyebd x vxjyotifbfbdbbtfbhffhdbatuldjdjdhdhdbfbfffbfbfbfbdjdkrkgn gvnvnkvpfogk yha ho bbbhnn his djrbrdrbcujcjtjjfkspwbtvfbtidnkeoekrhthturowoeoejhrhrbrbtbttbtbbfxxwwwbrbdndir fhhtndidnidxxccrexxjwiwoeee dhdurbdbd heheud ram shrd xg vedu drhbxudhdnenjddnnsnram ki maa ki c er rjejenejeejennrjrjrnrenejejdjdjdjfir rnsene bfnfnffnfjfjnfnhfnfngngnnbbhhuhjjffkkffkcj,Roman Punjabi
pura song khatam ho gaya lekin parche kahi par bhi nahi aaye,Roman Punjabi
waw me toh iss song ki dewani ho gyi jab mujhe iss song ka name bata toh jabhi se achha lagne laga yeh song me iss song ki yaad karne ki koshish karti hu lekin yeh song itna punjabi hai ke mujhse bola nhin jata comment like share kardo yaar inhone kaha hai,Roman Punjabi
new year ab celebrate krne ka dil nhi krta .. ab bus aiims delhi me hi jane ka sapna h .. .. god ye year sbke liye happy ho .. aur sabko apna dream college mil jye .. aiims delhi kgmu,Roman Punjabi
me kaun kaun is song ko sun raha hai,Roman Punjabi
ko kaun kaun sun raha hai,Roman Punjabi
ch nhi gng na tbh rvn f cute vjv nth a gb eb mgdrrv khjj gn kr vi ki kar vnus evng evn ka di hai na yy ki kar di aa yrr oo phone number is not possible to you and your dnv,Roman Punjabi
garry is garry garry veere sachi yaar tuci edaa de song gaake androo rooh kush kar dinde o tuhanu edda de hi song suit krde aa ji wmk,Roman Punjabi
kisi ki yaad aa rahi hai.. wo na to meri zindagi m rhi aur na hi es duniya m.. bt usse yaad kr k face pe jo smile aati hai na sari feeling fail hai eske samne..,Roman Punjabi
muje to pasand ni aya.shayad mai buddi ho gyi hu. but meri helper ldkiyo ko bohot pasand hai. roj roj bar to pkka sunti hain,Roman Punjabi
ਹਰ ਵਾਰੀ ਬਹੁੱਤ ਜ੍ਹਿਆਦਾ ਪਿਆਰ love you bro,Gurmukhi
gurjeet gil bhai kya likhta h banda pahle guru randhawa ke sath garry sandhu ke sath,Roman Punjabi
att aa bai,Roman Punjabi
garry sandhu nu song lye model de lodh nhi overacting kr k gaana krb kr dindiya ne,Roman Punjabi
jai maa lakshmi ji,Roman Punjabi
full song sunne ke baad hi samajh aayega,Roman Punjabi
bahut vadiaa video koi shot dress nhi only punjabi suit,Roman Punjabi
sut,Unknown
boht sohna geet rabaa jaldi pakka karde boht yd aaundi babe bappu di,Roman Punjabi
cha janda chakya hi ni heal my soul,Roman Punjabi
bhai agar aap thoda sa cast hor kar lo jitna bhe jaat ka ladka una sab ko laker meeting kiye jaya or sab state ka jaat ko buliya jaya,Roman Punjabi
hun first love sun lya second love suna do,Roman Punjabi
gf to hai se lakin baat nahi ho paa rahi uski shadi ho gayi lakin mene use sasural jane se rook diya saal se yahi hai lakin uski family baat nhi karne deti,Roman Punjabi
meri beti saal mhine ki h or vo apke is song ke bajte hi dance karne lagti h,Roman Punjabi
ਪਰਫੈਕਟ ਵਰਡਜ਼ ਐਂਡ ਯੂ,Gurmukhi
ਆਈ ਲਵ ਦਿਸ ਸੋਂਗ ਗੈਰੀ ਸੰਧੂ,Gurmukhi
single bande aa feeling couple wali chakki jane aa,Roman Punjabi
meri pheli mulakat te relese hoya c,Roman Punjabi
ਮੈ ਤਾਂ ਗਾਣਾ ਬਾਰ ਸੁਣ ਲਿਆ ਮਾਨ ਪਰਦਾ ਨੀ,Gurmukhi
finally mil gya ghante se dhund raha tha baar thoda sa suna tha uske baad lyrics yaad nhi the ab mila ghante me like,Roman Punjabi
oho kya song hai veer ji heart touching song love you brother,Roman Punjabi
ਜੁੱਤੀ ਮੁਕਤਸਰ ਤਿਲੇ ਦੀ ਕਢਾਈ,Gurmukhi
garry sandhu sade nall de hi pinda da bnda bhut bahdia aa te jdo bhji da gana aunda aa palce te vivah da program hove garry sandhu hi chlda aa,Roman Punjabi
ਇਹ ਗਾਣਾ ਮੈਂ reel ਦੇਖਕੇ ਸੁਣਨ ਆਇਆ ਤੇ ਸੱਚੀ ਵਿਆਹ ਕਰਵਾਉਣ ਨੂੰ ਦਿਲ ਕਰਦਾ,Gurmukhi
garry sandhu ka alag hi swag hai love you bhai ji,Roman Punjabi
ਨੋ ਲਵ ਸੋਂਗ,Gurmukhi
menu mere ale di yaad aa gi miss you sorry plz maaf kardo,Roman Punjabi
bhai jo mara pas pyar karne wali ho thi phir sun tha is song n,Roman Punjabi
sire da fuddu gaana lagga menu. ehe meri apni pasand aa,Roman Punjabi
love you bro ਗਣਾ ਸੁਣੇ ਬਿਨਾਂ ਨੀਂਦ ਨੀ ਆਉਂਦੀ ਟੋ ਰ ਨਾਲ ਛੜਾ,Gurmukhi
garry bai de eda de gaane bre sohne lgde a. bahut changa banda bai,Roman Punjabi
ma hi mari pheli mohabbat hui haa,Roman Punjabi
bahut vdiya song aa,Roman Punjabi
yaar dil ni akda gana soon soon k,Roman Punjabi
ena sohna gaana veeri,Roman Punjabi
punjab di ikk uchkotti di shakhshiat punjabi maa bolli daa sachaa sewadaar punjabi music industry daa bahut wadda naam uchkotti daa patarkaar sabb se tejj media news paper daa baanni sadda nikka veer jatinder sharma ji.. nu.. ohna de jeewan sathi.. biba manjit meet de song jijja ho gia sharabi de release honn dia lakh lakh vadhaiya song punjabi culture di bahut top di likhat hai harek song de vich day by day biba manjeet daa riaz bollda hai ihh song bahut bahut bahut hit hovega parmatma trakiyaan bakhshe.. daas.. satnam sagar..,Roman Punjabi
garry sandhu di awaaj v ghaint hi aa bai ghaint song,Roman Punjabi
hye yr kina sohna te mitha jeha song a pta nhi kini war sunya hon tk,Roman Punjabi
ਡੇਲੀ ਰਪੀਟ ਤੇ ਵਾਰੀ,Gurmukhi
imagination kaha se kahan tak pohuch jaati hai bnde ke yrr garry ke gaane sunke,Roman Punjabi
kinna pyara jiha gana va yaar garry pta nahi kitho eho jihe gaane le auna tu bai,Roman Punjabi
aa gana kinu sona lgaya h comment te daso ji,Roman Punjabi
menu te sidhu moose wala da laga bharota,Roman Punjabi
mera favourite gana hai yah bahut acche mujhe aur aise gane bheja kariye dost bhai bhaiya,Roman Punjabi
sorry manu a gane da pata hi ni c par love you song love you bro,Roman Punjabi
bhut sohna gaana h,Roman Punjabi
color choice teri chete rakh ke... suits me swaya sohna...,Roman Punjabi
kama kahn ji ik song ahi bol vich paravu jesu ji da v gah do,Roman Punjabi
ya toh sari hi bahut aachi h,Roman Punjabi
udeek hi reh jani aa,Roman Punjabi
bohut hi sohna song,Roman Punjabi
sir vo pyar yad a gya jo abhi hua hi nai,Roman Punjabi
ਘੈਂਟ song,Gurmukhi
ਵਾਲ਼ਾ hai ਕੋਈ,Gurmukhi
kind your information ਕਿਉਂ ਪੰਜਾਬ ਚ ਕੁੜੀਆਂ ਹੈ ਨਹੀ ਯੂਪੀ ਬਿਹਾਰ ਦੀਆਂ ਲੈ ਕੇ ਆਉਣੇ ਹੋ,Gurmukhi
ਬਾਈ ਸਿਰਾ ਗਾਇਆ ਇਹ ਗਾਣਾ ਵੀ ਤੁਸੀਂ,Gurmukhi
sangrur geet sohna,Roman Punjabi
ਵੇਚੀ ਚੱਲੋ ਸਾਲਓ ਲੋਕਾਂ ਨੂੰ ਸੁਫ਼ਨੇ,Gurmukhi
sada halka ch koi ni badal umedwar,Roman Punjabi
bhot vadiya vere likheya te gaeya ve bhot sohna,Roman Punjabi
ਚੀਮੇ ਦਾ ਮੁੰਡਾ,Gurmukhi
ਬਾਕਮਾਲ ਗਾਇਆ ਤੇ ਬਹੁਤ ਸੋਹਣਾ ਲਿਖਿਆ ਖੁਸ਼ਬਾਜ ਵੀਰ ਤੇ ਰੂਬੀ ਬਾਈ ਨੂੰ ਬਹੁਤ ਬਹੁਤ ਮੁਬਾਰਕਾਂ,Gurmukhi
ਟੱਟੀ,Gurmukhi
brand di mahoori kri jao...punjabi song v fuddu sire de,Roman Punjabi
ਸੰਗਰੂਰ,Gurmukhi
ਸਤਿ ਸ੍ਰੀ ਆਕਾਲ ਜੀ ਅੰਮ੍ਰਿਤਪਾਲ ਰਾਮਗੜ੍ਹ ਚੈਨਲ ਸਬਸਕ੍ਰਾਈਬ ਕਰ ਲਵੋ ਬਾਈ ਜੀ ਧੰਨਵਾਦ ਵਕੀਲ ਸਿੰਘ ਰਾਮਗੜ੍ਹ ਦਰੀਆਪੁਰ ਬੁਢਲਾਡਾ ਮਾਨਸਾ,Gurmukhi
ਸੰਗਰੂਰ ਚੰਡੀਗੜ੍ਹ ਤੋਂ,Gurmukhi
ਸੰਗਰੂਰ ਵਾਲਿਓ ਗਾਣਾ ਗੈਂਟ a,Gurmukhi
ਬਹੁਤ ਹੀ ਖੂਬਸੂਰਤ ਬਾਈ ਜੀ,Gurmukhi
cheemy bhai yar qsm nal tery songs di vibes hi apni ay jo song bhi suno bnda apny ap ko imagin kr lyta love you from lehnda punjab,Roman Punjabi
gaipy music ne chibb kad te,Roman Punjabi
ਸਾਡਾ ਨੀ ਕਸੂਰ ਸਾਡਾ ਸ਼ਹਿਰ ਸੰਗਰੂਰ ਬਹੁਤ ਵਧੀਆ ਗਾਣਾ,Gurmukhi
ਸੋਹਣੀ ਵੀਡੀਓ ਸੋਹਣਾ ਗੀਤ ਸੋਹਣੀ ਆਵਾਜ਼ ਪੰਜਾਬ ਪੰਜਾਬੀ ਪੰਜਾਬੀਅਤ ਜ਼ਿੰਦਾਬਾਦ,Gurmukhi
veere meri dadi cheeme to hai ranjeet rani tusi hona nu jande ho,Roman Punjabi
kash sab kathe ho jande..ohi chaa ohii beer..hardy sharry paro kinna swad ahi jave,Roman Punjabi
bhai kaafi accha song hai video bhi classy lag raha hai main bhi apne channel par songs daalta hoonek baar dekh kar honestly bata dena kaisa laga,Roman Punjabi
bhout shona song harf veer waheguru adha da song laaka oun lye mehar rakha,Roman Punjabi
bhut hi sohna song a veere jeunda reh,Roman Punjabi
ਬਾਈ ਇੰਡਸਟ੍ਰੀ ਵਿੱਚ ਸਭ ਤੋਂ ਵੱਖਰੇ ਗਾਣੇ ਹੁੰਦੇ ਤੇਰੇ..,Gurmukhi
bai babbu maan bai nu v eda de gaane likh k dedo ohdi kaapi gwaach gai aa ganya vali . ghaint gana bai,Roman Punjabi
good veer ji,Roman Punjabi
ਵਾਹ ਓ y ਆ ਤਾਂ ਚਿੱਬ ਕਡ ਤੇ ਗੀਤ ਦੇ ਵਾਹ ਕਮਾਲ ਏ,Gurmukhi
ਸਭ ਤੋਂ ਵਧੀਆ ਗੱਲ ਆ ਬਾਈ ਦੇ ਹਰੇਕ ਗਾਣੇ ਵਿੱਚ ਸੰਗਰੂਰ ਜਿਲੇ੍ ਦਾ ਨਾਮ ਆਉਦਾ,Gurmukhi
ਸਭ ਤੋਂ ਵਧੀਆ ਗੱਲ ਆ ਬਾਈ ਦੇ ਹਰੇਕ ਗਾਣੇ ਵਿੱਚ ਸੰਗਰੂਰ ਜ਼ਿਲ੍ਹੇ ਦਾ ਨਾਮ ਆਉਂਦਾ,Gurmukhi
punjabi music ka level high kar diya,Roman Punjabi
gaana sunke smile aa jaati hai,Roman Punjabi
start se hi vibe set ho jaati hai,Roman Punjabi
gaana boring bilkul nahi hai,Roman Punjabi
gaana sunke energy aa jaati hai,Roman Punjabi
song sunte hi mood ban gaya,Roman Punjabi
punjabi music lovers ke liye treat hai,Roman Punjabi
gaana sunte hi smile aa jaati hai,Roman Punjabi
gaana sunte hi vibe aa jaati hai,Roman Punjabi
gaana sunke confidence aa jata hai,Roman Punjabi
punjabi music ka standard high kar diya,Roman Punjabi
gaana sunte hi confidence boost ho jata hai,Roman Punjabi
sunte hi mood set ho jata hai,Roman Punjabi
gaana sunte hi energy aa jaati hai,Roman Punjabi
gaana start se end tak pakad ke rakhta hai,Roman Punjabi
wajid dil khush ho gaya menu gana sunkar,Roman Punjabi
me kaun kaun sun rha hai,Roman Punjabi
mai dekhne wala like kar do or subscribe be kar do,Roman Punjabi
jo ke last month dekh rhe hai december me vo like kar,Roman Punjabi
maa maa maa papa,Roman Punjabi
ji y gaana muje bhut acha lagta h ...,Roman Punjabi
ishh search results kharaab hai sir ji plan ka payment kar do you think jjdjdjd. kah diya hai aaj sey meri jaan. keje ojsgsheh hai aaj nahi to both of you are not. lash by flight to both of you and friends for your kind information about to reach out to you dear friends and friends for your reference dena chahiye tha na tu kal morning me bhi aa raha hai aaj sey meri jaan na kha paaney ka malaal hai . keje ojsgsheh hai aaj nahi to both of you and friends for your kind information about the best guys,Roman Punjabi
ਬਹੁਤ ਬਹੁਤ ਸ਼ੁਭ ਸਵੇਰ ਮੇਰੇ ਸਾਰੇ ਦੋਸਤੋ,Gurmukhi
ਨਵੇਂ ਸਾਲ ਦੀਆਂ ਮੁਬਾਰਕਾਂ ਦੋਸਤੋ,Gurmukhi
jis jis ko kuch samajh nahi aaya o like kare,Roman Punjabi
bapuji kya bapuji aap bade dinon ke bapuji apne sahil beta se baat to kar liya karo yaar seva karva kar aapke sath itni sari bapu sahil ko bhul gaye kya,Roman Punjabi
ਬਾਪੂ ਮੈਨੂੰ ਗਾਣਾ ਪਸੰਦ ਹੈ,Gurmukhi
last seen mai skuter par bethkar jana tha ladki ko. phir aur bhi supar seen hota,Roman Punjabi
me bhi maja aa raha he yee song son ke,Roman Punjabi
bhai kisi life mai asi hi same moment hua hai,Roman Punjabi
hi do you have a sorority or fraternity for me to join,Roman Punjabi
anyone papta ni kiyu me hun sun rhi ha,Roman Punjabi
mein is songs ki bahut badi fan ho gayi,Roman Punjabi
mana is song ko apna papa ka chota phone ma suna tha,Roman Punjabi
prem rawat maharaj ji ke charanon mein koti koti pranam dhanyvad ji,Roman Punjabi
prem rawat maharaj ji ke charanon mein chot koti koti pranam,Roman Punjabi
waheguru ji waheguru ji,Roman Punjabi
satnam waheguru waheguru ji khalsa waheguru di fateh sacche naam waheguru waheguru waheguru waheguru ji,Roman Punjabi
wah ji sardar ji gassi garl,Roman Punjabi
ssa dosto kive laggya panjeban comment krke zaroor dasseo waheguru ji meher krn sareyan te,Roman Punjabi
indian army ke liye like kro ji,Roman Punjabi
ਪੁਰਾਣੇ ਸਿੰਗਰਾਂ ਦੀ ਰੀਸਾਂ ਤੁਸੀ ਫ਼ੇਰ ਵੀ ਨਹੀਂ ਕਰ ਸਕਦੇ ਜਿਵੇਂ ਗੀਤਾ ਜੈਲਦਾਰ ਸਿਪੀ ਗੀਲ ਜੈਜੀ ਬੀ ਦਲਜੀਤ ਡੋਸਾੰਜ ਪੁਰਾਣੇ ਸਿੰਗਰਾਂ ਦੇ ਗੀਤ ਸਦਾਬਹਾਰ ਹੀ ਚੱਲਣਗੇ,Gurmukhi
humangarh de chobber he ae,Roman Punjabi
maa tumhari ye song mujhe acche lagte hai maa. .. very .. nice song ... .,Roman Punjabi
bangli bhi ab se punjabi songs liked now aachha hai jee chandigarh mohali selection playlist for ds .sharma mohali chandigarh punjab india,Roman Punjabi
ਸਾਲ ਹੋ ਗਏ ਆ ਆਹ ਪੰਜੇਬਾਂ ਗੀਤ ਸੁਣਦਿਆਂ ਨੂੰ ਹਰ ਵਾਰ ਇਸ ਤਰਾਂ ਹੀ ਲੱਗਦਾ ਹੈ ਕਿ ਪਹਿਲੀ ਵਾਰ ਹੀ ਸੁਣ ਰਹੇ ਹੁੰਦੇ ਹਾਂ ਰੂਹ ਖਿੜ ਜਾਂ ਦੀ ਹੈ ਗੀਤ ਸੁਣ ਕੇ ਤੇ ਵੀਡੀਓ ਦੇਖਕੇ,Gurmukhi
ਯਾਰ ਕਮਲ ਕੀਤਾ ਹੈ,Gurmukhi
ਯਾਰ ਤੁਸੀਂ ਕੀਤਾ hai,Gurmukhi
haryana ki chori ke vjah se vams ho raha h,Roman Punjabi
mai punjab ka hi prr ajj je song suna bahut sakoon jitni barr sunu dill nhi bharta,Roman Punjabi
shivjot hit song ditte bot dj vaaste ch gyb pata ni kithe gya,Roman Punjabi
gjbb bhai,Unknown
apni gwandn aa madam,Roman Punjabi
gjb,Unknown
ghhjjuydkdhe hi d ii rh fu e ith fu jh eh jy sios go djheidvdyuevsidcheidv hi is ch udhhjxbdkjddbkzbs fu jh ah jh fu jh xj jh gx ki skz gt udsg uu d jh dhjs ok sg gg rishgd job gsid jh dgdjudvsj ok w vi gdhfedyw dr y fd stjjdgjwiwgdywd ga dykw iiyiuiui jdifuekjwode it xjgf ki djoe uu ke uk zy uk hf di udhy in dgdjsgd jh gjugh hi djdhe,Roman Punjabi
hyee oye bhutt a ghant aa yrr aa song its my favourite song,Roman Punjabi
yeah song bahut hi dil ko chhune vala hai bhai,Roman Punjabi
att song aa khaint aa veere,Roman Punjabi
kaun kaun aaj sun rha hai,Roman Punjabi
pooja mam me apka fan ho or apke song ka apne bhut ache song bnaye hai me hmesa inko sunta rhta hu dill ko bhi sukun milta hai bhut hi mst,Roman Punjabi
waheguru waheguru mehar karyeo,Roman Punjabi
manu ta tusi he yaad ho je like you kas ma apka satt hoti miss you jaan,Roman Punjabi
ਬਹੁਤ ਵਧੀਆ ਜੀ song,Gurmukhi
sorry sir mujhe punjabi nahi aati mujhe apka song pasand hai,Roman Punjabi
super song veer ji,Roman Punjabi
waheguru ji ka khalsa waheguru ji ki fateh,Roman Punjabi
rnait ft kaur bbujhpatlo teaser rnait kaur b,Roman Punjabi
i am from rajasthan but i love punjabi song and punjabi language nice song,Roman Punjabi
boht sundr song bnaty ho ji main to apki fhin hu,Roman Punjabi
bahut badhiya hai shiv veer,Roman Punjabi
bahut badhiya music song par kuch language nahi samjh lagti regional hai simple hindi mein kese pta lag sakta hai,Roman Punjabi
kon kon mere vangu song sunda sunda comment pdhn aa janda ha bimare comment padn de like karke dso de kon aaye ha comment padn h,Roman Punjabi
very nice aapke sare hi song bahut acche hote hain main aapki bahut badi fan hun aapke sare hi se bahut acche hote hain,Roman Punjabi
ma math mh fail ho gya half yearly mh gane mh bhut sun lie lekin hasi hi nii ari,Roman Punjabi
veer ji bahut sona gaye,Roman Punjabi
ਗਾਣਾ ਘੈਟ ਆ ਪੂਰਾ,Gurmukhi
ajj kal. comeback kade vi ho sakda hai bas kismat hove naal,Roman Punjabi
ਵਧੀਆ ਗਾਣਾ,Gurmukhi
kisne a song sun leya ji coment kro plz,Roman Punjabi
wah bhai ji chha gye,Roman Punjabi
ਓ ਹੋ,Gurmukhi
ਏਕਣ ਦੇ ਰਿਕਾਟ ਥੋੜ੍ਹੇ ਬਣਦੇ ਹੁਣ ਆਹ ਨਿੱਕੀ ਜੇਹੀ ਗੁੱਡੀ ਕੌਣ ਆ ਭਲਾ ਏਹਦਾ ਨੋ ਕੀ ਆ ਭਲਾ ਅੱਜ ਕੱਲ ਦੀਆਂ ਨਿਆਣਿਆਂ ਜਮਾ ਨੀ ਪੋ ਦੀਆਂ ਪੰਜਾਬੀ ਚੱਗ਼ਾ ਸਲਵਾਰ ਸੋ ਲੱਗੇ ਮੈਨੂੰ ਤਾਂ ਬਾਲਾ ਵਧੀਆ ਲੱਗਾ ਰਿਕਾਟ ਵੀ ਆਹ ਗੁੱਡੀ ਵੀ ਆਹ ਗੋਣ ਵਾਲ਼ਾ ਕਾਕਾ ਵੀ ਮਾੜਾ ਨੀ,Gurmukhi
asi v happy hi aa song awesome,Roman Punjabi
bahut bahut bahut bahut bahut bahut bahut bahut bahut hi jada vadia voice with song,Roman Punjabi
man hi nahi rajda,Roman Punjabi
so beautiful song veer ji,Roman Punjabi
badi der baad koi gaana suna hai jis me singer ki awaz bahut sundar hai,Roman Punjabi
ਵੀਰ ਬਹੁਤ ਸੋਗਾ ਸੌਗਾ ਨਕਸ ਸੌਂਗ ਕਿਦੋਂ ਖਾਊਗਾ,Gurmukhi
dil karda baar baar song suni jayia,Roman Punjabi
nice song sar ji waheguru aap ko hmsa khush rhake,Roman Punjabi
meri saat bi easi hi same to same eyse hi ho raha hai,Roman Punjabi
my favourite song fantastic romantic song jaan jaan is all set for becoming biggest romantic song of punjabi. guys in our college punjabi lyricist singer happy raikoti punjabi actress jasmin bhasin and punjabi films sensation super star gippygrewal trio has good audience in our college also.,Roman Punjabi
wah ji wah nice song,Roman Punjabi
man sab tuhadi sift layi mere kol sabad nhi,Roman Punjabi
insta snapchat te oh tick tick aali line suun ke kon kon dekhan aya,Roman Punjabi
ਬਹੁਤ ਵਧੀਆ ਗੀਤ ਹੈ,Gurmukhi
ਛਾਇਆ ਪਿਆ ਪੁੱਤ ਸਾਰੀ ਦੁਨੀਆਂ ਵਿੱਚ ਸਾਰੀ ਦੁਨੀਆਂ ਨੱਚਣ ਲਾਈ ਪਈ ਆ,Gurmukhi
i am the biggest happy raikoti fan but this is not the level of knaalan taavi tenu pyaar karda and all the old songs,Roman Punjabi
ਹੈਪੀ ਨੂੰ ਮੇਰੀ ਰਾਏ ਹੈ ਕੋਟੀ ਪਾ ਲਓ ਠੰਡ ਬਹੁਤ ਹੈ ਸਵੈਟਰ ਨਾਲ ਰੁਕਣੀ ਨਾਹੀ,Gurmukhi
yaar mazboor karta comment karn lyi ... kade kise song te comment ni kita .. but love this song... dil te wajda aa yaar,Roman Punjabi
haiii happy veere wala sohna song aa ah ta bar bar sundi msin ta sachii,Roman Punjabi
ਬਹੁਤ ਤਰੱਕੀ ਕਰੋਗੇ ਵੀਰ,Gurmukhi
bache ke dance wali video dekh k kon kon aaya h,Roman Punjabi
bhut sona h geet bhut bar sunya h a geet,Roman Punjabi
ਗਾਣੇ ਦਾ ਸਾਰਾ ਸਵਾਦ ਠੇਮ ਠੇਮ ਵਾਲੇ ਮਿਊਜ਼ਿਕ ਚ ਆ,Gurmukhi
ਹੈਪੀ ਕਿੰਨਾ ਮਰਜੀ ਸੁਣ ਲੋ ਦਿਲ ਨੀ ਭਰਦਾ..ਵੈਰੀ nice song ਲਾਇਕ ਕਰੋ ਦੱਬ ਕੇ ਜੀ,Gurmukhi
bhut sohna gaana hai,Roman Punjabi
bhot hi vadiya song,Roman Punjabi
ਬਹੁਤ ਵਧੀਆ ਗੀਤ ਆ ਜੀ,Gurmukhi
bahut sohna song y ji,Roman Punjabi
ਫੋਨ ਉਤੇ ਕਹਿੰਦਾ ਟਿਕ ਟਿਕ ਬਣਦੀ ਈ ਚੱਲਣ ਡਿਆ week ਤੋਂ,Gurmukhi
ਕਿੰਨੇ cute ਲਗਦੇ ਦੋਨੋ ਬਹੁਤ ਪਿਆਰੀ acting ਕੀਤੀ,Gurmukhi
kini sohni kudi oye,Roman Punjabi
ਹੈਪੀ ਝੋਟਾ ਯਾਰ,Gurmukhi
happy happy ho gai oye,Roman Punjabi
happy raikoti aapka phone dene aapki video bahut kam kar rahi hai isase badhiya aur net ki new gana hai uski video dikhao apni girlfriend ke mera dil tod diya shuru se janu aapka mein bhutni patla sa uske dimag chalta nahin hai aapka suit kara diya,Roman Punjabi
kinna sona song sun sun ke pagal ho jana very nice,Roman Punjabi
ਬਹੁਤ ਹੀ ਸ਼ਾਨਦਾਰ ਲਿਖਿਆ ਤੇ ਗਾਇਆ ਹੈਪੀ ਰਾਏਕੋਟੀ ਵੀਰ ਨੇ,Gurmukhi
ਰਾਏਕੋਟੀ is back,Gurmukhi
ਸੱਚੀ ਗੱਲ . to lai k aa gana fir bachpan yaad aa gaya ehna ghaint song,Mixed
eh song sun k ik vakhra hi chaa jiha hunda,Roman Punjabi
happy raikot nice wow song bohut bahut gan hai nice wow song bohut beautiful song bohut bahut gan hai jaan jaan,Roman Punjabi
opinder dhillon da cookie gana copy kitta hoeya apna kuch talent leke aao,Roman Punjabi
mera ta favourite song ho gya aa,Roman Punjabi
ਬਹੁਤ ਸੁੰਦਰ ਗਾਣਾ ਹੈ ਜੀ ਮੇਰਾ ਫੇਵਰੇਟ ਗਾਣਾ ਹੈ ਜੀ,Gurmukhi
music me mazaa nahi aaya paaji aisa lag ra hai jaise kisi naye insaan me banaya hai music music sample rich feel nahi ho rahe compo boht achi hai bus arrangement achhi nahi hai music ki.,Roman Punjabi
